,FIPS,INTPTLONG,INTPTLAT,RPL_THEMES
525,40109107219,-97.5346382,35.4134815,0.5019
526,40109106702,-97.6278421,35.5296178,0.5029
527,40143005402,-95.8322965,36.3824324,0.5038
528,40109108006,-97.415197,35.4713372,0.5048
529,40065968200,-99.3769877,34.7438024,0.5057
530,40125500700,-96.9297628,35.3690103,0.5067
531,40109108313,-97.561262,35.6010662,0.5077
532,40061279300,-95.2972489,35.1831477,0.5086
533,40029388200,-96.3838191,34.5859336,0.5096
534,40097040200,-95.3090195,36.2845368,0.5105
535,40109107404,-97.4309151,35.4155238,0.5115
536,40005587800,-96.2886737,34.2589905,0.5125
537,40041375700,-94.7981493,36.6013979,0.5134
538,40131050202,-95.6047223,36.3146355,0.5144
539,40031000402,-98.4834484,34.6307901,0.5153
540,40119011102,-96.9725515,36.0272217,0.5163
541,40125501102,-96.9713336,35.1944776,0.5172
542,40109107214,-97.5543779,35.3990586,0.5182
543,40131050702,-95.4837932,36.5329208,0.5192
544,40027201202,-97.4456979,35.203889,0.5201
545,40037020601,-96.1490021,35.9359928,0.5211
546,40109106601,-97.5745988,35.5167574,0.522
547,40059952100,-99.5214044,36.8048199,0.523
548,40003956000,-98.3171198,36.5606474,0.5239
549,40037021202,-96.131,36.0291382,0.5249
550,40027202102,-97.4854908,35.3448989,0.5259
551,40031000502,-98.4557686,34.5840067,0.5268
552,40043959100,-98.7782142,36.0383333,0.5278
553,40031000501,-98.4622698,34.6082648,0.5287
554,40139950600,-101.1429966,36.841634,0.5287
555,40015161700,-98.5541292,35.4270891,0.5307
556,40119011302,-96.7571399,35.9610355,0.5316
557,40125501201,-96.8607508,35.0944269,0.5326
558,40143007611,-95.9455698,36.068092,0.5335
559,40147001100,-95.9053678,36.8210639,0.5345
560,40013796100,-96.4138979,34.0162341,0.5354
561,40027202004,-97.4854047,35.3541677,0.5364
562,40095094801,-96.7910945,33.9261126,0.5374
563,40027201904,-97.5572157,35.3697486,0.5383
564,40143007618,-95.8773709,36.0536688,0.5393
565,40109105903,-97.5923119,35.5058462,0.5402
566,40109108005,-97.3901749,35.5277626,0.5412
567,40143005600,-95.9644933,36.3014757,0.5421
568,40125500301,-96.9032184,35.3399745,0.5431
569,40037020602,-96.129415,35.9846908,0.5441
570,40107080600,-96.3098397,35.4875113,0.545
571,40149965400,-98.7924153,35.28511,0.546
572,40109108900,-97.2893899,35.5821397,0.5469
573,40035373500,-95.0711107,36.6340615,0.5479
574,40111000600,-96.0442031,35.7927103,0.5489
575,40081961100,-96.7061908,35.8220435,0.5498
576,40081961400,-96.9782561,35.5266404,0.5508
577,40015161900,-98.4350396,35.1137756,0.5517
578,40109103602,-97.5275319,35.4601241,0.5527
579,40037020706,-96.3347576,36.0689663,0.5536
580,40011958900,-98.4108971,35.8543991,0.5546
581,40005587900,-95.9645439,34.2491624,0.5556
582,40071001200,-97.0405139,36.8756372,0.5565
583,40109103200,-97.5235898,35.4738682,0.5575
584,40031001000,-98.413428,34.6124166,0.5584
585,40109100800,-97.5387758,35.5041556,0.5594
586,40101000802,-95.3281856,35.7680333,0.5603
587,40051000500,-97.9544112,35.0109258,0.5613
588,40019892300,-97.5010815,34.2237648,0.5623
589,40055967100,-99.5620391,35.0184358,0.5632
590,40153953300,-99.3672948,36.412379,0.5642
591,40121486500,-95.7595863,34.9120436,0.5651
592,40125501300,-96.9929835,35.0076335,0.5661
593,40037020800,-96.5522443,36.0014505,0.567
594,40069660198,-96.5054885,34.2612818,0.568
595,40101001400,-95.1785916,35.6992119,0.569
596,40027201508,-97.5003211,35.2058827,0.5699
597,40025950300,-102.5029456,36.7386886,0.5709
598,40109106706,-97.6114987,35.5296162,0.5718
599,40051000600,-98.018448,34.9882934,0.5728
600,40133583700,-96.6927847,35.1214215,0.5738
601,40135030201,-94.9960379,35.6075894,0.5747
602,40143009200,-96.0957282,36.1418868,0.5757
603,40145030798,-95.5086576,35.8447811,0.5766
604,40109102500,-97.5229785,35.4798294,0.5776
605,40125501101,-96.8731304,35.2783709,0.5785
606,40063484900,-96.3751335,35.0932628,0.5795
607,40119010102,-97.0525112,36.1381248,0.5805
608,40109106610,-97.5714682,35.5325822,0.5814
609,40017300202,-97.9784524,35.619109,0.5824
610,40045952600,-99.8130111,36.4108916,0.5833
611,40071001302,-97.2913166,36.8913448,0.5833
612,40109106801,-97.6325097,35.5170414,0.5852
613,40109108310,-97.5365623,35.5847576,0.5862
614,40091780300,-95.4591905,35.3549514,0.5872
615,40023966900,-95.2872707,34.048177,0.5881
616,40017301201,-97.7513799,35.5006354,0.5891
617,40019892100,-97.2563121,34.3521085,0.59
618,40071001301,-97.3855793,36.7760965,0.591
619,40071000201,-97.0736413,36.7127307,0.592
620,40111000700,-95.8097436,35.6905524,0.592
621,40021978201,-94.8482976,35.9622449,0.5939
622,40109108804,-97.2900331,35.5313857,0.5948
623,40083600200,-97.4435011,35.8926842,0.5958
624,40079040500,-94.865138,34.9176442,0.5967
625,40009966200,-99.4938324,35.4019771,0.5977
626,40109101400,-97.4901242,35.4881996,0.5987
627,40109108301,-97.4870395,35.5728176,0.5996
628,40109108803,-97.3356052,35.5220188,0.6006
629,40143002000,-95.9492363,36.1577642,0.6015
630,40011959000,-98.4823728,35.6205592,0.6025
631,40083600600,-97.237254,35.8488195,0.6034
632,40143007310,-95.8421865,36.1407266,0.6044
633,40109106909,-97.6454968,35.4824267,0.6054
634,40075964200,-99.0617046,34.8514338,0.6063
635,40015162300,-98.1703605,34.9224882,0.6073
636,40143008502,-95.8900408,36.1131149,0.6082
637,40111000800,-95.9257639,35.4820639,0.6092
638,40109108010,-97.3619948,35.4930398,0.6102
639,40081961700,-96.8952336,35.7336086,0.6111
640,40143007402,-95.7884706,36.0538151,0.6121
641,40079040401,-94.6230466,35.0847866,0.613
642,40103957000,-97.2889596,36.2654066,0.614
643,40109106903,-97.6532627,35.4996926,0.6149
644,40019893000,-97.1484976,34.1475232,0.6159
645,40013796600,-96.514841,33.8642206,0.6169
646,40009966800,-99.5850657,35.2406316,0.6178
647,40079040303,-94.575444,35.2544037,0.6188
648,40123088700,-96.5385883,34.6468858,0.6197
649,40095094698,-96.7597306,34.0602388,0.6207
650,40143004800,-96.0211218,36.0970141,0.6216
651,40071000202,-97.064891,36.7387288,0.6226
652,40073958100,-97.8811906,36.0659192,0.6236
653,40065968300,-99.557004,34.5432821,0.6245
654,40125501004,-97.0086339,35.3213603,0.6255
655,40031001400,-98.4307581,34.6050893,0.6264
656,40035373100,-95.1894644,36.8956162,0.6274
657,40117957100,-96.475542,36.2944212,0.6284
658,40109102200,-97.5745082,35.4823333,0.6293
659,40143007801,-95.8201858,35.921719,0.6303
660,40013796002,-96.3386037,33.9238709,0.6312
661,40041375601,-94.7070985,36.5371577,0.6322
662,40109107806,-97.437026,35.4698212,0.6331
663,40121485800,-95.756903,35.1145879,0.6341
664,40005587600,-95.9523082,34.524702,0.6351
665,40113940010,-96.0254676,36.3577507,0.636
666,40049681100,-96.9931967,34.7455574,0.637
667,40011958600,-98.3258038,36.0937039,0.6379
668,40013796500,-96.3455741,33.9913057,0.6389
669,40031001100,-98.3949124,34.6131232,0.6398
670,40069660300,-96.8326768,34.3103399,0.6408
671,40089098900,-94.6092424,33.8039777,0.6418
672,40031000100,-98.4047694,34.6342894,0.6427
673,40089098200,-94.758168,34.3591439,0.6437
674,40027201000,-97.4710905,35.2114931,0.6446
675,40145030201,-95.2539808,36.0331596,0.6456
676,40033871100,-98.374531,34.379865,0.6466
677,40109107221,-97.5388547,35.3953443,0.6475
678,40125501001,-97.0326,35.4127627,0.6485
679,40109109100,-97.5142868,35.4712369,0.6494
680,40145030403,-95.745474,36.1314234,0.6504
681,40121485700,-95.5106182,35.0692419,0.6513
682,40143007309,-95.8422519,36.1543219,0.6523
683,40143007000,-95.9134605,36.1116264,0.6533
684,40021978100,-94.9509915,35.905742,0.6542
685,40143006703,-95.9689411,36.0220896,0.6552
686,40109105201,-97.4898836,35.5149834,0.6561
687,40143011100,-95.903697,36.2091469,0.6571
688,40143002900,-96.0625657,36.1546966,0.658
689,40027202405,-97.2027296,35.0459635,0.659
690,40099790700,-97.1794465,34.4764697,0.66
691,40121486800,-95.8920465,34.7080405,0.6609
692,40095094802,-96.6647175,33.9614048,0.6619
693,40049681500,-97.1498483,34.6506697,0.6628
694,40131050502,-95.5431447,36.1271988,0.6638
695,40079040301,-94.798935,35.1272915,0.6648
696,40137000102,-97.9871019,34.4740943,0.6657
697,40067371600,-97.6567424,34.1505023,0.6667
698,40021978202,-94.8689886,35.7341031,0.6676
699,40125500400,-96.9210113,35.3399732,0.6686
700,40001376600,-94.6588008,36.1119482,0.6695
701,40119010400,-97.075776,36.1259653,0.6705
702,40143000200,-95.9490655,36.1956021,0.6715
703,40083600100,-97.4085667,35.8851164,0.6724
704,40111000400,-95.9515014,35.5882734,0.6734
705,40143007410,-95.8616412,36.0692301,0.6743
706,40147000100,-95.9933309,36.7758718,0.6753
707,40019892900,-97.1342997,34.1725717,0.6762
708,40111000901,-96.0404828,35.4763314,0.6772
709,40141070200,-99.1148022,34.5291505,0.6782
710,40121486700,-95.6226218,34.7462379,0.6791
711,40109104200,-97.5638245,35.4344808,0.6801
712,40021977600,-94.9946868,36.0773316,0.681
713,40087400300,-97.3645141,35.0235692,0.682
714,40109105202,-97.4810471,35.5149729,0.683
715,40101001600,-95.6887577,35.7175674,0.6839
716,40123088900,-96.6608157,34.7787432,0.6849
717,40109106906,-97.6055983,35.5005345,0.6858
718,40051000400,-97.9596685,35.0460957,0.6868
719,40143007608,-95.9794686,36.0689609,0.6877
720,40143002500,-95.9907295,36.1524544,0.6887
721,40135030401,-94.7279404,35.395424,0.6897
722,40051001000,-97.9297379,35.0421549,0.6906
723,40143002700,-96.0186105,36.1543853,0.6916
724,40079040102,-94.4903366,35.2428516,0.6925
725,40145030602,-95.6538312,35.9549351,0.6935
726,40017300904,-97.6884483,35.494621,0.6944
727,40061279100,-94.8839111,35.2877536,0.6954
728,40013796200,-96.3800427,34.0072194,0.6964
729,40139950700,-101.393682,36.6819654,0.6973
730,40027200200,-97.4354954,35.2258361,0.6983
731,40143009104,-95.9507258,36.2551789,0.6992
732,40135030402,-94.5767268,35.3743134,0.7002
733,40083600300,-97.4364209,35.8578859,0.7011
734,40019892600,-97.1182106,34.2250307,0.7021
735,40027200601,-97.4143434,35.2113892,0.7031
736,40071001100,-97.361573,36.6609823,0.704
737,40143006906,-95.8775799,36.0972034,0.705
738,40091779900,-95.8108584,35.3818171,0.7059
739,40131050103,-95.6233056,36.3289635,0.7069
740,40143007308,-95.7895439,36.1401875,0.7079
741,40109106604,-97.5757421,35.5260197,0.7088
742,40109106607,-97.5968867,35.5310679,0.7098
743,40037020102,-96.0816887,36.0554933,0.7107
744,40015161600,-98.3335062,35.3918073,0.7117
745,40145030300,-95.4449056,36.0043567,0.7126
746,40109104500,-97.5346263,35.4351513,0.7136
747,40089098300,-95.0046173,34.1611011,0.7146
748,40109107810,-97.4501883,35.4452933,0.7155
749,40119011200,-96.7226076,36.1107931,0.7165
750,40143007312,-95.8258754,36.129999,0.7174
751,40017300500,-97.9624243,35.5265011,0.7184
752,40115574100,-94.7783135,36.9486896,0.7193
753,40143009007,-95.7980242,36.1098208,0.7203
754,40061279400,-95.0558817,35.1698147,0.7213
755,40133583300,-96.6453528,35.2425501,0.7222
756,40115574900,-94.6803694,36.7497743,0.7232
757,40047000600,-97.857336,36.3811542,0.7241
758,40141070500,-98.7373926,34.3211983,0.7251
759,40109108314,-97.5435104,35.6021169,0.7261
760,40135030104,-94.548139,35.5241415,0.727
761,40109100500,-97.5037841,35.5006178,0.728
762,40075963700,-99.041026,35.0161674,0.7289
763,40027202600,-97.3078243,34.9948086,0.7299
764,40109106802,-97.6238291,35.5169104,0.7308
765,40109108003,-97.4004129,35.4912595,0.7318
766,40031000700,-98.4265343,34.6194718,0.7328
767,40021977800,-95.0214838,35.8864119,0.7337
768,40109106907,-97.6145155,35.5004961,0.7347
769,40109106910,-97.6454534,35.4896914,0.7356
770,40143007200,-95.8956453,36.1543492,0.7366
771,40133583100,-96.5009608,35.3290648,0.7375
772,40141070100,-99.2202058,34.2964602,0.7385
773,40137000300,-97.9604552,34.5073495,0.7395
774,40125500500,-96.9425628,35.3501906,0.7404
775,40109105907,-97.5922293,35.4792285,0.7414
776,40109107401,-97.4502473,35.3989978,0.7423
777,40031000401,-98.4661395,34.6270722,0.7433
778,40067371800,-97.9559038,34.1945399,0.7443
779,40109108309,-97.5358361,35.5757163,0.7452
780,40107081000,-96.1246952,35.357618,0.7462
781,40049681400,-97.2333558,34.6326088,0.7471
782,40109107217,-97.5435048,35.4134699,0.7481
783,40007951800,-100.5354324,36.8078532,0.749
784,40143006905,-95.8954934,36.0971484,0.75
785,40113940001,-96.396013,36.4200751,0.751
786,40039960400,-99.0356257,35.573716,0.7519
787,40089098400,-95.0715621,34.0050185,0.7529
788,40057967800,-99.8441936,34.745971,0.7538
789,40143008300,-95.8777082,36.1543826,0.7548
790,40113940006,-96.0147038,36.1746627,0.7557
791,40079040299,-94.7283101,35.276198,0.7567
792,40035373400,-95.160825,36.6368985,0.7577
793,40143000900,-95.997396,36.1691313,0.7586
794,40113940002,-96.3420761,36.6633561,0.7596
795,40109107212,-97.5664414,35.3862558,0.7605
796,40143006907,-95.8819783,36.0862123,0.7615
797,40109104600,-97.5257933,35.4398789,0.7625
798,40101001000,-95.398638,35.7211882,0.7634
799,40109105905,-97.5922231,35.4969288,0.7644
800,40127097600,-95.2910987,34.580974,0.7653
801,40017300300,-97.945325,35.5298864,0.7663
802,40055967200,-99.5696074,34.8581991,0.7672
803,40013795700,-96.2135936,34.0640993,0.7682
804,40099790800,-96.9971038,34.5014102,0.7692
805,40079040700,-94.7447451,34.6332282,0.7701
806,40041976200,-94.675962,36.2441971,0.7711
807,40109108008,-97.379695,35.4713008,0.772
808,40109107601,-97.4148099,35.4424462,0.773
809,40049681300,-97.2079168,34.7590065,0.7739
810,40001376700,-94.6623452,36.0093076,0.7749
811,40109107002,-97.5854321,35.4587725,0.7759
812,40143002100,-95.9493056,36.1512727,0.7768
813,40031000800,-98.4046195,34.6268902,0.7778
814,40097040700,-95.0725283,36.4507478,0.7787
815,40065968800,-99.316871,34.6207939,0.7797
816,40109105904,-97.5748526,35.5036301,0.7807
817,40109103700,-97.5192898,35.4608235,0.7816
818,40107080700,-96.5265535,35.5198682,0.7826
819,40015162200,-98.3964435,34.9219158,0.7835
820,40051000100,-97.9417345,35.069488,0.7845
821,40021977700,-95.1672858,35.9334465,0.7854
822,40143008800,-96.0592679,36.1430098,0.7864
823,40135030101,-94.770229,35.5482455,0.7874
824,40001376800,-94.7315418,35.8021662,0.7883
825,40143007900,-95.9884725,36.2277163,0.7893
826,40023967300,-95.8280797,34.0517845,0.7902
827,40139950800,-101.4744372,36.6822098,0.7912
828,40039960600,-98.7845836,35.5565459,0.7921
829,40125500302,-96.8844183,35.3247686,0.7931
830,40047000100,-97.8835456,36.4054615,0.7941
831,40131050701,-95.4341153,36.5345039,0.795
832,40109108203,-97.4892875,35.6606993,0.796
833,40097040502,-95.1214336,36.2245963,0.7969
834,40017300400,-97.9644736,35.5410948,0.7979
835,40097040600,-95.0884019,36.3170201,0.7989
836,40109102600,-97.5074213,35.4788411,0.7998
837,40143000700,-95.9891605,36.1845047,0.8008
838,40109106707,-97.6273549,35.5431713,0.8017
839,40153953400,-99.4471873,36.4529907,0.8027
840,40109108207,-97.4715352,35.6556953,0.8036
841,40027200300,-97.4469226,35.2383266,0.8046
842,40141070300,-99.0215325,34.4206219,0.8056
843,40143007408,-95.7716248,36.054859,0.8065
844,40109103500,-97.5362567,35.4632482,0.8075
845,40109107218,-97.5390721,35.4242714,0.8084
846,40037021300,-96.1052574,36.0005767,0.8094
847,40109107801,-97.4502604,35.4280084,0.8103
848,40109108208,-97.4714846,35.6628626,0.8113
849,40101000600,-95.3667374,35.6834433,0.8123
850,40109100400,-97.485575,35.5004315,0.8132
851,40097040400,-95.3487427,36.1645707,0.8142
852,40109106803,-97.628024,35.5061194,0.8151
853,40077087300,-95.2311123,34.7765244,0.8161
854,40111000902,-96.0298085,35.411038,0.817
855,40069660200,-96.6688198,34.3695869,0.818
856,40105172400,-95.6205826,36.7046058,0.819
857,40089098800,-94.7826535,33.8690556,0.8199
858,40109102400,-97.5387757,35.482382,0.8209
859,40135030103,-94.4848687,35.3959346,0.8218
860,40131050104,-95.6243281,36.315277,0.8228
861,40029388100,-96.2055733,34.5856991,0.8238
862,40131050101,-95.6206879,36.2947895,0.8247
863,40117957500,-96.8037501,36.3229335,0.8257
864,40101000900,-95.3488739,35.7166723,0.8266
865,40109101000,-97.5388006,35.4968988,0.8276
866,40143001500,-95.9314123,36.1689367,0.8285
867,40013796300,-96.38165,33.9952363,0.8295
868,40123089100,-96.6902595,34.7785129,0.8305
869,40143007617,-95.8755406,36.0683616,0.8314
870,40147000300,-95.9691266,36.750026,0.8324
871,40109107207,-97.5171362,35.3843162,0.8333
872,40143008900,-95.8599907,36.154332,0.8343
873,40021978300,-95.0321449,35.7437148,0.8352
874,40127097700,-95.6794006,34.3083745,0.8362
875,40141070400,-99.0234161,34.3569407,0.8372
876,40119010700,-97.0637703,36.108698,0.8381
877,40101000100,-95.4131298,35.7540923,0.8391
878,40109103400,-97.5435693,35.469088,0.84
879,40143007101,-95.8955976,36.1407218,0.841
880,40109107213,-97.5687045,35.4005424,0.842
881,40145030507,-95.7527607,36.0681838,0.8429
882,40109108011,-97.379738,35.4930916,0.8439
883,40109107222,-97.525721,35.3988501,0.8448
884,40121486400,-95.7888069,34.9142635,0.8458
885,40001377000,-94.5749495,35.7647281,0.8467
886,40145030102,-95.361665,35.9459355,0.8477
887,40143006801,-95.9808396,36.0834089,0.8487
888,40109104300,-97.5525715,35.4385821,0.8496
889,40091780200,-95.5821225,35.2932138,0.8506
890,40133583800,-96.7001174,34.9719757,0.8515
891,40133583500,-96.6748136,35.2254552,0.8525
892,40143006804,-95.9713108,36.0822107,0.8534
893,40143003000,-96.0380276,36.1490655,0.8544
894,40063484600,-96.1833033,35.2472323,0.8554
895,40021977900,-94.9266401,35.9555177,0.8563
896,40109104700,-97.5165064,35.4411883,0.8573
897,40109104400,-97.544146,35.4346664,0.8582
898,40109107215,-97.5611906,35.4134299,0.8592
899,40041375900,-94.9071423,36.4615326,0.8602
900,40005587700,-96.1342008,34.4130405,0.8611
901,40115574600,-94.8501243,36.8973848,0.8621
902,40109106804,-97.6100675,35.5150408,0.863
903,40079040402,-94.61042,35.0434402,0.864
904,40109107900,-97.4472687,35.4853025,0.8649
905,40109107220,-97.5392055,35.4027096,0.8659
906,40031000300,-98.4485099,34.6272369,0.8669
907,40031001700,-98.3983017,34.5939403,0.8678
908,40143004900,-95.9990449,36.1067541,0.8688
909,40143001000,-95.9886796,36.1695096,0.8697
910,40101000200,-95.3894887,35.7733371,0.8707
911,40067371700,-97.8671283,34.0174679,0.8716
912,40109108204,-97.4902736,35.6462094,0.8726
913,40143007609,-95.9688233,36.0695192,0.8736
914,40109107206,-97.5389938,35.3843091,0.8745
915,40143009006,-95.8405662,36.1113777,0.8755
916,40115574300,-94.9049986,36.8995952,0.8764
917,40145030101,-95.3599509,35.9703874,0.8774
918,40143007305,-95.8610577,36.126068,0.8784
919,40139950900,-101.4838356,36.6924642,0.8793
920,40063484800,-96.4449306,35.0977851,0.8803
921,40143008600,-95.9133704,36.0971157,0.8812
922,40143000500,-95.9688114,36.1860193,0.8822
923,40143007102,-95.8726448,36.1391195,0.8831
924,40101000300,-95.3843825,35.7528568,0.8841
925,40109105000,-97.5257763,35.4279906,0.8851
926,40143001200,-95.9752282,36.1686285,0.8851
927,40115574800,-94.8643835,36.7212437,0.887
928,40143007311,-95.8254309,36.1461971,0.8879
929,40115574400,-94.884438,36.8843413,0.8889
930,40111000100,-95.940521,35.6389464,0.8898
931,40101001500,-95.2283769,35.4322136,0.8908
932,40109106100,-97.4694009,35.5286276,0.8918
933,40109107103,-97.5682456,35.4146222,0.8927
934,40077087200,-95.3908474,34.9244518,0.8937
935,40047001500,-97.7558999,36.3834335,0.8946
936,40037021000,-96.3642489,35.806584,0.8956
937,40111000200,-95.9871514,35.6441449,0.8966
938,40047000700,-97.8640714,36.4006514,0.8975
939,40123089200,-96.6781947,34.7759312,0.8985
940,40143008200,-95.8777475,36.1688881,0.8994
941,40109105300,-97.4858267,35.44243,0.9004
942,40079040602,-94.7294953,34.8356751,0.9013
943,40027200700,-97.4274605,35.2261268,0.9023
944,40143007306,-95.8421746,36.1262059,0.9033
945,40109107001,-97.5846362,35.4272778,0.9042
946,40121486200,-95.7734941,34.9704672,0.9052
947,40143001300,-95.962426,36.1727539,0.9061
948,40109106301,-97.5248176,35.5548303,0.9071
949,40031002005,-98.359529,34.5592757,0.908
950,40143007642,-95.9707339,36.0534087,0.909
951,40147000900,-95.9900651,36.7271506,0.91
952,40019893100,-97.1304057,34.1831991,0.9109
953,40143008501,-95.8797001,36.1251802,0.9119
954,40135030202,-94.9639986,35.4957046,0.9128
955,40143006000,-95.8956512,36.1688934,0.9138
956,40071000400,-97.0725227,36.6922295,0.9148
957,40143007625,-95.9529748,36.0402592,0.9157
958,40109105500,-97.5567344,35.4242162,0.9167
959,40109103900,-97.5036249,35.4456552,0.9176
960,40109107302,-97.5013408,35.3992622,0.9186
961,40031002500,-98.4044874,34.60486,0.9195
962,40109106914,-97.6268018,35.4878595,0.9205
963,40143007641,-95.9628652,36.0521549,0.9215
964,40143005700,-95.9628116,36.2296793,0.9224
965,40143002301,-95.9690956,36.1538373,0.9234
966,40071000100,-97.096887,36.7305169,0.9243
967,40109104900,-97.5146981,35.4279513,0.9253
968,40031000200,-98.4308327,34.6346528,0.9262
969,40107080900,-96.3034353,35.4240977,0.9272
970,40143004600,-96.0017861,36.1318877,0.9282
971,40079040198,-94.4417948,35.3670658,0.9291
972,40109107223,-97.5257774,35.4134901,0.9301
973,40085094100,-97.0784409,33.9055695,0.931
974,40121486100,-95.7450668,34.9490724,0.932
975,40109106302,-97.5226862,35.5801031,0.933
976,40079040601,-94.5093979,34.8332404,0.9339
977,40133583400,-96.7153519,35.2416266,0.9349
978,40095094700,-96.7717345,34.0895444,0.9358
979,40091779700,-95.5209295,35.4673133,0.9368
980,40111000300,-95.996239,35.6033846,0.9377
981,40013796400,-96.4001231,33.973414,0.9387
982,40071000500,-97.1054598,36.6986509,0.9397
983,40143009008,-95.8409711,36.0973131,0.9406
984,40109105700,-97.5574327,35.454905,0.9416
985,40109102800,-97.4751217,35.481461,0.9425
986,40143009004,-95.8598935,36.1117258,0.9435
987,40041376000,-94.7224547,36.40921,0.9444
988,40143006701,-96.0199479,36.0810178,0.9454
989,40097040100,-95.312857,36.305717,0.9464
990,40109104800,-97.5014078,35.4280776,0.9473
991,40125500200,-96.9198028,35.3170612,0.9483
992,40143008002,-95.9869364,36.2138,0.9492
993,40015161800,-98.5461247,35.0939389,0.9502
994,40109105600,-97.5737215,35.4449293,0.9511
995,40143000600,-95.9804131,36.18383,0.9511
996,40031001500,-98.4225043,34.5977956,0.9531
997,40035373300,-95.1496618,36.6539998,0.954
998,40109104100,-97.5378828,35.4498931,0.955
999,40143000300,-95.9313948,36.1843553,0.9559
1000,40109105400,-97.5013927,35.4135124,0.9569
1001,40041376100,-94.8837983,36.255204,0.9579
1002,40147000200,-95.9898908,36.7542968,0.9588
1003,40065968600,-99.3307394,34.6455249,0.9598
1004,40115574500,-94.8800454,36.8740573,0.9607
1005,40135030302,-94.7717429,35.4561634,0.9617
1006,40143006200,-95.9847122,36.1995834,0.9626
1007,40101000700,-95.3530726,35.7541511,0.9636
1008,40143000100,-95.9144855,36.1880925,0.9646
1009,40061279200,-95.0786494,35.3439615,0.9655
1010,40109106915,-97.610049,35.4860379,0.9665
1011,40109103300,-97.537818,35.4756117,0.9674
1012,40109106913,-97.6212245,35.4724584,0.9684
1013,40143001400,-95.9492494,36.1689713,0.9693
1014,40143007304,-95.8581589,36.1405001,0.9703
1015,40023967100,-95.4989958,34.0248088,0.9713
1016,40109107306,-97.47699,35.4135515,0.9722
1017,40001376900,-94.6393417,35.8117205,0.9732
1018,40039950800,-98.9004571,35.5072967,0.9741
1019,40109106912,-97.6627728,35.4725181,0.9751
1020,40015162100,-98.2466354,35.0804179,0.9761
1021,40137000600,-97.9421061,34.4818848,0.977
1022,40089098600,-94.7316279,34.0235147,0.978
1023,40143001600,-95.9135394,36.1689219,0.9789
1024,40143005900,-95.8418784,36.1988841,0.9799
1025,40115574200,-94.8935724,36.9360135,0.9808
1026,40109107104,-97.5746135,35.4134393,0.9818
1027,40133583600,-96.4827241,35.1572594,0.9828
1028,40109105800,-97.5567303,35.471426,0.9837
1029,40031001902,-98.3960182,34.553562,0.9847
1030,40021978000,-94.9898558,35.9044335,0.9856
1031,40065968700,-99.3493434,34.6245843,0.9866
1032,40019892800,-97.0907003,34.1662746,0.9875
1033,40109107303,-97.4797882,35.3909742,0.9885
1034,40089098700,-94.8910441,33.8600395,0.9895
1035,40143009101,-95.9841384,36.2569884,0.9904
1036,40109107216,-97.552381,35.4134542,0.9914
1037,40101000400,-95.3064291,35.7917154,0.9923
1038,40023967200,-95.541503,34.0319674,0.9933
1039,40109107305,-97.4677833,35.4428636,0.9943
1040,40109107209,-97.5146512,35.4062717,0.9952
1041,40109101300,-97.4724013,35.4895217,0.9962
1042,40143000400,-95.9491942,36.1842953,0.9971
1043,40135030301,-94.8174815,35.4625453,0.9981
1044,40031001600,-98.4119158,34.5882683,0.999
1045,40143008001,-95.9608198,36.2163867,1.0
